platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake
Facebook,0,162,0,410,673,0.608308605,3569,210,0.058823529,0.233784612,0.243859062,407,50,136,0,0,1
Twitter,1,196,0,384,707,0.542372881,2232,206,0.092252575,0.461183239,0.764582596,154,167,77,1,1,1
Facebook,1,218,1,401,680,0.588839941,1844,179,0.09701897,0.686846168,0.641702121,465,149,120,0,0,1
Twitter,1,107,1,386,776,0.496782497,3652,208,0.056939502,0.45711304,0.306824519,433,143,71,0,0,1
Instagram,1,203,0,397,740,0.535762483,3877,216,0.055698814,0.042508427,0.936026437,238,103,1,1,1,1
Twitter,0,211,0,387,664,0.581954887,2719,208,0.076470588,0.257826248,0.211066235,433,169,1,1,0,1
Instagram,1,108,0,420,759,0.552631579,49,195,3.9,0.351460213,0.849779569,142,15,110,1,0,1
Twitter,0,19,0,388,733,0.528610354,181,205,1.126373626,0.354721137,0.695743872,16,132,145,1,0,1
Instagram,1,72,0,412,705,0.583569405,3879,200,0.051546392,0.081006893,0.121117075,284,133,68,1,0,1
Twitter,0,166,1,411,746,0.550200803,1418,196,0.13812544,0.449570552,0.555115628,4,169,121,0,1,1
Instagram,0,3,0,394,711,0.553370787,3465,172,0.049624928,0.691949019,0.929907581,10,29,18,0,0,1
Facebook,0,242,0,377,680,0.553597651,3420,195,0.057000877,0.048672018,0.618896049,207,159,18,0,0,1
Facebook,0,245,1,421,658,0.638846737,530,209,0.393596987,0.750924172,0.528807398,435,180,111,1,1,1
Instagram,0,18,0,432,686,0.628820961,4680,168,0.035889767,0.955105203,0.366323191,417,146,27,1,0,1
Twitter,1,101,0,423,713,0.592436975,1287,190,0.147515528,0.009338156,0.788788141,80,50,74,1,1,1
Instagram,1,218,1,410,698,0.586552217,2191,183,0.083485401,0.193692316,0.913059214,32,155,49,1,0,1
Twitter,1,172,0,384,644,0.595348837,707,230,0.324858757,0.543487782,0.753316788,497,174,138,0,0,1
Facebook,0,170,1,378,660,0.571860817,3218,185,0.057471264,0.218049487,0.72524936,304,71,54,1,1,1
Twitter,1,140,0,383,714,0.535664336,294,194,0.657627119,0.764626032,0.192490369,376,127,136,1,1,1
Facebook,0,140,0,399,704,0.565957447,1562,200,0.127959053,0.312134315,0.833986342,158,106,141,1,1,1
Twitter,0,187,0,414,709,0.583098592,4518,210,0.046470458,0.293625282,0.040695855,273,126,112,1,0,1
Twitter,1,184,1,391,668,0.58445441,2612,190,0.072713356,0.000923876,0.757361477,114,128,148,1,1,1
Twitter,1,85,1,387,665,0.581081081,661,200,0.302114804,0.270126188,0.210870034,216,195,47,0,1,1
Instagram,0,219,1,420,727,0.576923077,3179,189,0.059433962,0.217670522,0.48726127,260,184,57,1,0,1
Instagram,0,51,1,366,710,0.514767932,3390,185,0.054556178,0.343240967,0.695233947,157,149,136,1,1,1
Facebook,1,110,0,396,692,0.571428571,2107,206,0.09772296,0.147656653,0.759078413,44,93,17,1,0,1
Facebook,1,180,1,393,719,0.545833333,3064,214,0.069820555,0.594648666,0.888083941,119,57,11,0,0,1
Instagram,1,108,1,348,693,0.501440922,2841,187,0.065798733,0.238741543,0.282592144,214,12,123,1,1,1
Facebook,1,85,1,393,703,0.558238636,3497,208,0.05946255,0.831750865,0.224320243,127,166,15,0,1,1
Instagram,0,42,0,339,643,0.526397516,2579,222,0.086046512,0.284557947,0.996246207,253,26,147,0,0,1
Twitter,1,210,0,394,740,0.5317139,2052,209,0.101802241,0.210869599,0.207558169,37,166,19,1,1,1
Facebook,1,199,1,369,724,0.508965517,2410,198,0.0821236,0.056751362,0.665480747,364,120,142,1,0,1
Facebook,1,243,1,390,689,0.565217391,2954,195,0.065989848,0.73990669,0.952744691,209,199,24,1,1,1
Instagram,0,199,0,388,686,0.564774381,369,195,0.527027027,0.508208175,0.896555987,351,139,144,1,1,1
Facebook,0,41,1,388,690,0.561505065,539,204,0.377777778,0.113782997,0.443263437,93,151,11,0,0,1
Facebook,0,89,1,406,695,0.583333333,2928,167,0.057016046,0.221334783,0.637581671,28,17,108,0,0,1
Twitter,0,239,1,384,659,0.581818182,2394,184,0.076826722,0.998719072,0.529096283,163,118,38,0,1,1
Facebook,1,114,1,405,718,0.563282337,731,179,0.244535519,0.806028727,0.346655583,136,14,70,0,0,1
Twitter,0,25,0,382,726,0.525447043,897,191,0.212694878,0.349869486,0.144422101,22,187,46,1,1,1
Instagram,1,150,0,427,678,0.628865979,4660,228,0.048916542,0.542554831,0.803394231,130,143,24,1,1,1
Facebook,1,42,0,407,673,0.603857567,2369,197,0.083122363,0.416017159,0.090441688,85,96,117,0,0,1
Twitter,1,76,1,426,669,0.635820896,4560,199,0.043630783,0.036389565,0.609627381,183,73,32,0,0,1
Instagram,1,155,1,399,655,0.608231707,2681,192,0.071588367,0.778677009,0.594369173,423,46,28,0,0,1
Facebook,0,136,0,413,706,0.584158416,2381,195,0.08186398,0.716986113,0.334824339,236,151,2,0,1,1
Instagram,0,19,0,379,731,0.517759563,15,213,13.3125,0.408802314,0.135408557,183,172,38,1,1,1
Facebook,0,183,0,422,746,0.564926372,3129,204,0.065175719,0.845897137,0.799637127,313,18,3,0,0,1
Instagram,1,210,1,403,746,0.539491299,1354,191,0.14095941,0.534739095,0.461924412,158,90,94,0,0,1
Instagram,1,239,0,396,699,0.565714286,3136,189,0.060248645,0.065208439,0.725272891,469,168,133,0,1,1
Twitter,1,38,1,415,722,0.573997234,2278,201,0.088196577,0.25940629,0.016485802,10,30,137,0,1,1
Instagram,1,178,1,389,718,0.541029207,11,230,19.16666667,0.461772836,0.074503164,41,15,11,1,0,1
Facebook,1,11,0,395,724,0.544827586,1657,206,0.12424608,0.103449239,0.175847685,234,150,117,0,0,1
Facebook,0,206,0,408,692,0.588744589,1248,202,0.161729384,0.571081193,0.113838084,130,77,65,0,1,1
Twitter,1,222,1,406,699,0.58,1661,190,0.114320096,0.120568162,0.191706771,184,22,130,0,1,1
Facebook,0,182,0,416,696,0.596843615,1764,192,0.10878187,0.200508185,0.686488068,13,40,63,0,0,1
Facebook,1,205,0,409,702,0.581792319,542,167,0.307550645,0.893983661,0.046997073,301,145,34,0,1,1
Facebook,1,10,1,399,701,0.568376068,1530,209,0.136512084,0.999812388,0.037865612,253,163,111,1,1,1
Instagram,0,153,1,377,713,0.528011204,1181,198,0.16751269,0.550253344,0.031652102,146,11,51,0,1,1
Instagram,0,41,1,443,686,0.644832606,2689,195,0.072490706,0.61964861,0.697649125,379,74,33,0,0,1
Facebook,1,154,1,408,668,0.609865471,2618,196,0.074837724,0.797431147,0.536135472,59,196,83,0,1,1
Twitter,1,10,1,420,742,0.565275908,2755,231,0.083817126,0.696139496,0.370242412,414,178,79,0,0,1
Instagram,1,37,0,415,706,0.58698727,929,200,0.215053763,0.182466545,0.675607908,291,84,110,1,1,1
Twitter,1,97,1,431,699,0.615714286,1427,200,0.140056022,0.411671525,0.553604272,159,159,91,1,1,1
Facebook,0,170,1,401,694,0.576978417,3660,192,0.052444687,0.535116519,0.007334841,446,70,40,1,0,1
Facebook,1,18,1,390,694,0.561151079,2234,202,0.090380313,0.359711992,0.838549745,25,163,86,0,0,1
Instagram,0,191,0,430,641,0.669781931,3910,191,0.048836615,0.17610617,0.350184383,64,167,50,1,1,1
Facebook,1,133,1,414,661,0.625377644,4991,195,0.0390625,0.736113344,0.399561263,385,125,125,0,0,1
Instagram,0,173,1,354,740,0.477732794,2062,196,0.095007271,0.198846405,0.782289955,69,69,145,1,0,1
Facebook,0,115,1,412,721,0.570637119,4098,197,0.048060503,0.260485929,0.187090816,381,165,40,1,0,1
Facebook,1,229,0,410,694,0.589928058,2564,188,0.073294347,0.286519615,0.010071855,172,181,98,1,1,1
Instagram,0,112,1,393,666,0.589205397,2804,201,0.071657754,0.16177923,0.908838345,461,3,106,1,0,1
Instagram,1,169,1,378,648,0.582434515,2294,212,0.092374728,0.849551623,0.505478256,475,173,23,0,1,1
Instagram,0,219,1,351,732,0.478854025,1626,209,0.128457283,0.610616319,0.34952713,224,62,46,1,0,1
Facebook,1,64,0,393,701,0.55982906,572,194,0.338568935,0.83474813,0.81904558,152,49,27,1,0,1
Facebook,0,98,0,409,727,0.561813187,4532,194,0.042797265,0.493729314,0.026294913,39,29,35,0,1,1
Twitter,1,231,0,409,718,0.568845619,2401,186,0.07743547,0.51956304,0.202290821,145,15,20,1,1,1
Instagram,1,71,0,379,715,0.529329609,1712,189,0.11033275,0.61614463,0.155288062,365,179,68,1,0,1
Facebook,0,186,1,408,679,0.6,383,199,0.518229167,0.370919544,0.737830684,97,3,43,1,1,1
Facebook,0,51,1,394,726,0.541953232,1084,187,0.17235023,0.496584095,0.312086751,247,25,120,0,1,1
Instagram,0,117,0,382,633,0.602523659,1950,184,0.09431061,0.546915129,0.772906746,11,156,149,0,0,1
Twitter,0,174,0,381,675,0.563609467,2518,212,0.084160381,0.953542436,0.041476444,474,138,147,1,0,1
Instagram,1,119,1,391,718,0.543810848,4170,209,0.050107888,0.882908132,0.608115578,23,91,1,1,1,1
Twitter,0,6,1,383,737,0.51897019,3498,215,0.061446127,0.129245847,0.318220724,224,107,40,0,0,1
Facebook,1,10,0,404,696,0.579626973,3315,186,0.056091677,0.041282467,0.186919935,244,151,53,0,1,1
Twitter,0,102,0,379,736,0.514246947,4931,182,0.036901865,0.680333952,0.816764992,462,50,145,1,1,1
Facebook,1,60,0,405,690,0.586107091,2676,199,0.074336944,0.049198667,0.412250124,170,41,132,0,1,1
Instagram,1,67,0,396,685,0.577259475,3395,211,0.06213192,0.060351065,0.571629597,31,166,45,1,0,1
Instagram,1,152,1,399,696,0.572453372,1204,208,0.172614108,0.159263397,0.033083844,113,134,74,0,1,1
Instagram,1,139,0,399,707,0.563559322,774,192,0.247741935,0.351707091,0.791624517,208,17,148,0,0,1
Twitter,0,153,0,404,683,0.590643275,3057,217,0.070961413,0.434996112,0.286882546,482,2,149,1,1,1
Facebook,0,101,1,376,695,0.540229885,2314,190,0.082073434,0.519378035,0.693406138,302,190,2,1,1,1
Instagram,1,109,1,399,719,0.554166667,2598,213,0.081954598,0.992288193,0.760474585,428,19,8,1,1,1
Instagram,0,139,1,394,721,0.545706371,1404,193,0.137366548,0.385232755,0.117116257,34,97,1,0,0,1
Facebook,0,170,1,421,746,0.563587684,4173,200,0.047915668,0.242753097,0.295900564,204,72,27,1,0,1
Instagram,1,50,1,391,717,0.544568245,3062,188,0.061377734,0.575252409,0.723440082,377,73,33,1,1,1
Facebook,0,116,0,409,727,0.561813187,3326,186,0.055906222,0.215150953,0.232177547,383,122,58,0,1,1
Facebook,0,164,0,423,719,0.5875,1404,225,0.160142349,0.940543432,0.848173952,392,69,9,0,0,1
Facebook,0,45,0,400,650,0.614439324,3321,220,0.066225166,0.259254302,0.311973531,265,144,82,1,1,1
Facebook,1,52,1,444,705,0.628895184,870,205,0.235361653,0.989934136,0.402330208,64,78,92,0,0,1
Facebook,0,87,0,375,636,0.588697017,1084,212,0.195391705,0.41866819,0.099743347,442,186,1,1,1,1
Twitter,1,207,1,338,700,0.482168331,974,185,0.18974359,0.812686007,0.147675119,97,181,47,0,1,1
Instagram,0,120,0,394,672,0.585438336,1226,213,0.173594132,0.648280325,0.275421628,184,140,133,0,0,1
Twitter,0,12,0,426,706,0.602545969,1803,196,0.10864745,0.933494174,0.048908828,237,41,43,0,0,1
Instagram,0,88,1,404,707,0.570621469,2965,194,0.065407957,0.625426953,0.19303228,484,43,35,0,0,1
Twitter,1,124,1,382,698,0.546494993,1189,202,0.169747899,0.581217979,0.408943027,472,79,135,1,1,1
Facebook,1,117,0,416,748,0.55540721,3444,177,0.05137881,0.652852445,0.379962247,469,66,82,0,1,1
Instagram,0,53,0,426,659,0.645454545,3935,200,0.050813008,0.786465532,0.19869438,265,199,9,1,0,1
Instagram,1,184,0,383,707,0.540960452,4410,189,0.042847427,0.898841632,0.080450684,473,19,101,0,1,1
Twitter,0,115,0,407,686,0.592430859,1322,200,0.15117158,0.2668149,0.318147835,402,46,92,1,1,1
Twitter,1,117,0,413,678,0.608247423,2024,225,0.111111111,0.200887092,0.745346608,231,23,18,1,1,1
Instagram,1,3,1,405,662,0.610859729,4732,196,0.041411367,0.034349696,0.510099572,108,178,17,0,0,1
Twitter,0,74,1,407,734,0.553741497,4513,213,0.047186531,0.370079203,0.946803974,488,145,114,1,0,1
Twitter,0,223,1,407,689,0.589855072,439,182,0.413636364,0.846185023,0.139886328,177,22,22,1,1,1
Twitter,0,48,1,437,739,0.590540541,165,202,1.21686747,0.069857429,0.207317945,248,128,128,1,1,1
Facebook,0,6,0,366,705,0.518413598,3338,210,0.062893082,0.538520076,0.280299534,323,122,58,1,1,1
Facebook,1,109,0,386,731,0.527322404,3351,180,0.053699284,0.694788636,0.0130019,359,114,106,1,0,1
Twitter,1,121,1,388,690,0.561505065,988,189,0.191102123,0.836853033,0.943380478,4,65,130,1,0,1
Twitter,1,10,0,402,676,0.59379616,2530,204,0.080600553,0.583430322,0.445363831,156,132,9,0,0,1
Facebook,0,91,1,413,701,0.588319088,4613,194,0.042045947,0.18632001,0.481649477,229,17,122,1,0,1
Facebook,0,181,0,418,693,0.602305476,4178,206,0.049294089,0.964536258,0.157857426,115,116,48,1,0,1
Instagram,1,232,0,418,691,0.604046243,4215,207,0.049098672,0.09465151,0.87269769,260,34,55,1,1,1
Instagram,0,214,0,411,688,0.596516691,3846,200,0.051988563,0.768999612,0.692632237,315,152,89,0,1,1
Facebook,1,172,1,410,714,0.573426573,1327,199,0.149849398,0.086559224,0.431360988,320,105,143,0,0,1
Twitter,1,22,1,424,681,0.62170088,3287,212,0.064476886,0.143419108,0.877971497,126,151,38,0,0,1
Twitter,1,241,1,376,752,0.499335989,28,196,6.75862069,0.898215594,0.905457738,27,140,108,1,0,1
Twitter,1,27,1,415,680,0.609397944,2025,180,0.088845015,0.753074659,0.049480541,338,148,95,0,0,1
Twitter,1,234,0,406,711,0.570224719,4594,220,0.047878128,0.365508271,0.11932459,227,38,43,0,1,1
Instagram,0,110,0,415,720,0.575589459,194,210,1.076923077,0.638724357,0.027628299,128,161,7,0,1,1
Facebook,0,56,0,400,709,0.563380282,592,191,0.322091062,0.457247222,0.581730247,28,146,135,1,1,1
Twitter,0,25,0,385,700,0.549215407,2490,180,0.072260136,0.066537761,0.21794386,178,155,44,0,1,1
Instagram,1,152,1,388,739,0.524324324,1858,217,0.116729424,0.721127616,0.844928084,163,90,138,0,0,1
Twitter,1,53,0,389,702,0.553342817,113,204,1.789473684,0.763255724,0.465913861,159,113,96,1,0,1
Facebook,1,28,0,407,688,0.590711176,1318,170,0.128885519,0.882341386,0.837709746,319,138,16,1,0,1
Instagram,1,210,0,414,700,0.590584879,1738,218,0.125359402,0.540637347,0.555605223,397,176,82,0,1,1
Facebook,0,96,1,340,675,0.50295858,2062,175,0.084827921,0.673137951,0.796167797,287,34,78,1,1,1
Facebook,0,163,1,418,703,0.59375,1691,193,0.114066194,0.438050418,0.371855008,493,83,55,0,1,1
Instagram,1,13,1,404,682,0.591508053,3669,217,0.059128065,0.318909259,0.945393841,264,75,43,1,1,1
Instagram,1,77,0,385,668,0.5754858,1395,227,0.16260745,0.411699995,0.667158722,466,56,52,0,1,1
Instagram,1,34,1,400,762,0.524246396,3169,208,0.065615142,0.911752357,0.595490544,394,27,38,1,0,1
Instagram,0,29,0,422,717,0.587743733,3560,197,0.055321539,0.164171285,0.352356684,431,65,129,1,1,1
Instagram,0,91,0,401,710,0.563994374,2237,223,0.099642538,0.248499818,0.937183979,434,64,97,1,1,1
Instagram,0,16,0,382,697,0.547277937,3884,191,0.049163449,0.606190791,0.3377344,387,149,24,0,1,1
Instagram,1,194,1,423,675,0.625739645,3252,190,0.058407624,0.116281322,0.835859435,296,50,79,0,0,1
Twitter,1,207,1,419,697,0.600286533,3933,204,0.051855618,0.891864512,0.404308216,24,90,31,0,1,1
Facebook,0,237,0,420,728,0.576131687,3015,171,0.056697613,0.047236372,0.767184002,144,136,78,1,1,1
Instagram,1,157,0,380,690,0.549927641,3487,209,0.059919725,0.755312293,0.911877916,174,198,77,1,0,1
Twitter,0,243,1,411,688,0.596516691,1129,197,0.174336283,0.373728047,0.465607117,7,163,78,0,0,1
Twitter,1,92,1,396,696,0.568149211,1697,194,0.114252061,0.051165574,0.526135212,313,181,70,1,0,1
Twitter,0,172,1,401,703,0.569602273,133,170,1.268656716,0.842927894,0.330342906,108,165,6,0,1,1
Facebook,1,78,0,379,697,0.542979943,4666,220,0.04713949,0.640460235,0.054695673,128,65,17,0,1,1
Instagram,0,109,0,419,760,0.550591327,4221,185,0.043818096,0.008858709,0.652481198,1,170,16,0,1,1
Twitter,0,247,0,401,679,0.589705882,3540,209,0.059022875,0.267532848,0.119642525,9,132,116,1,1,1
Facebook,0,216,1,416,667,0.622754491,2989,214,0.071571906,0.352045608,0.354058929,346,80,103,0,0,1
Facebook,0,178,1,424,721,0.587257618,4303,210,0.048791822,0.322578149,0.34949391,116,164,76,0,0,1
Facebook,0,101,1,409,698,0.585121602,3294,209,0.063429439,0.498342029,0.151003819,410,185,58,0,0,1
Twitter,0,105,0,403,739,0.544594595,312,215,0.686900958,0.526802958,0.666710316,396,62,10,0,0,1
Instagram,1,46,0,409,697,0.585959885,2430,183,0.075277664,0.396754018,0.174599331,318,98,124,0,1,1
Twitter,1,180,1,395,701,0.562678063,1786,224,0.125349748,0.331770339,0.778336349,10,50,50,1,0,1
Twitter,1,63,0,393,678,0.578792342,4392,216,0.049169133,0.504409328,0.249279072,397,71,6,1,1,1
Instagram,0,245,1,364,724,0.502068966,402,184,0.456575682,0.033615405,0.287287486,95,42,36,0,1,1
Instagram,0,243,0,400,692,0.577200577,1597,193,0.12077597,0.64520176,0.343728302,463,66,4,0,0,1
Instagram,1,249,1,392,709,0.552112676,122,178,1.447154472,0.605982517,0.152752561,379,194,61,0,1,1
Facebook,0,165,0,405,701,0.576923077,751,198,0.263297872,0.2792198,0.434264487,92,64,73,0,1,1
Instagram,0,63,0,390,699,0.557142857,106,181,1.691588785,0.179515447,0.080325124,101,61,89,1,1,1
Twitter,0,86,1,375,701,0.534188034,1060,190,0.179076343,0.072984973,0.427116085,97,190,78,1,0,1
Instagram,0,216,1,402,683,0.587719298,4168,204,0.048932598,0.587343751,0.339912132,281,157,54,0,1,1
Twitter,0,233,1,421,735,0.57201087,4664,201,0.043086817,0.568900273,0.338265447,452,89,143,1,1,1
Facebook,1,6,1,396,707,0.559322034,3239,215,0.066358025,0.53331809,0.660674252,466,165,91,1,1,1
Twitter,1,21,1,413,677,0.609144543,1245,188,0.150882825,0.985618268,0.769022874,294,103,73,0,0,1
Twitter,1,80,0,411,640,0.641185647,76,192,2.493506494,0.531544111,0.355998522,347,50,55,0,1,1
Instagram,1,209,1,431,645,0.667182663,1010,199,0.196834817,0.72179073,0.262014692,155,106,60,0,1,1
Instagram,1,240,1,405,690,0.586107091,3283,219,0.066686967,0.112918272,0.494349435,144,37,103,0,1,1
Twitter,0,168,1,390,703,0.553977273,2276,228,0.100131752,0.298970789,0.787719075,420,66,116,0,0,1
Instagram,0,73,0,401,715,0.560055866,3809,191,0.050131234,0.275446615,0.644572951,363,76,77,1,0,1
Facebook,0,137,1,381,723,0.526243094,453,193,0.425110132,0.575975506,0.038001348,210,99,32,1,0,1
Facebook,0,184,1,381,738,0.51556157,766,200,0.260756193,0.330813228,0.479929524,154,104,54,1,1,1
Instagram,1,134,1,401,733,0.546321526,4583,200,0.043630017,0.641066427,0.990965064,241,47,17,1,1,1
Facebook,1,239,0,405,754,0.536423841,2716,195,0.071770335,0.690089739,0.353127528,75,139,139,0,1,1
Instagram,1,124,0,371,656,0.564687976,1498,184,0.122748499,0.033689837,0.440716801,322,19,73,1,1,1
Twitter,0,49,1,405,696,0.581061693,3947,210,0.053191489,0.639757712,0.287406731,377,102,20,0,1,1
Twitter,1,229,0,404,699,0.577142857,3733,207,0.055436529,0.116787362,0.49769469,451,71,96,1,0,1
Facebook,0,218,1,413,723,0.570441989,4926,204,0.041404506,0.465135302,0.160921323,174,116,148,0,0,1
Instagram,1,51,0,405,684,0.591240876,2839,199,0.070070423,0.726576571,0.24701364,110,110,149,1,1,1
Instagram,1,160,1,431,711,0.605337079,490,200,0.407331976,0.703344996,0.711736308,458,129,45,1,0,1
Facebook,0,0,0,421,680,0.618208517,2424,209,0.086185567,0.299822545,0.138286794,417,119,40,1,0,1
Twitter,0,235,1,408,686,0.593886463,1936,211,0.108931337,0.27236585,0.926143764,17,182,4,0,1,1
Facebook,1,180,1,420,692,0.606060606,2750,235,0.085423482,0.440226508,0.307960408,290,133,43,0,1,1
Twitter,1,187,0,390,689,0.565217391,3297,198,0.060036386,0.188667083,0.575025097,273,82,143,1,0,1
Instagram,0,161,1,430,739,0.581081081,4571,199,0.043525809,0.974699013,0.321830678,237,127,4,0,0,1
Twitter,1,3,1,411,691,0.593930636,3692,232,0.062821554,0.344917071,0.478030776,197,107,61,1,1,1
Facebook,1,144,1,421,721,0.583102493,1104,194,0.175565611,0.922993274,0.903801328,161,189,89,1,1,1
Instagram,0,131,1,397,693,0.57204611,1600,192,0.119925047,0.908264963,0.068577282,416,176,25,0,1,1
Facebook,1,170,0,386,701,0.54985755,3282,218,0.06640268,0.364848988,0.856342627,383,83,60,0,0,1
Facebook,0,245,1,393,684,0.573722628,3161,193,0.061037318,0.254084632,0.557573687,199,181,68,1,0,1
Twitter,1,217,0,420,668,0.627802691,3946,198,0.050164682,0.770835635,0.665071259,233,137,49,1,1,1
Facebook,0,3,0,382,648,0.588597843,226,199,0.876651982,0.229377848,0.055887067,382,151,124,1,1,1
Twitter,1,0,0,410,749,0.546666667,4804,181,0.037669095,0.52124639,0.761399117,339,156,35,1,1,1
Instagram,0,70,0,401,730,0.548563611,1715,196,0.114219114,0.110689374,0.127778415,497,118,29,1,1,1
Twitter,1,221,1,368,740,0.496626181,4150,195,0.046976632,0.385932155,0.96482118,467,93,68,1,1,1
Instagram,0,177,1,383,650,0.588325653,2244,185,0.082405345,0.078154924,0.799287276,42,108,21,1,0,1
Twitter,1,200,0,400,685,0.583090379,2893,199,0.068762958,0.283439593,0.492867979,81,133,32,0,0,1
Facebook,1,188,1,415,685,0.604956268,2346,211,0.089902003,0.665293738,0.924166957,26,185,68,0,1,1
Twitter,1,34,0,402,678,0.592047128,579,220,0.379310345,0.991307157,0.169073282,303,77,95,0,1,1
Twitter,1,7,1,385,679,0.566176471,1699,226,0.132941176,0.254807597,0.991663964,68,184,49,0,1,1
Instagram,1,151,1,406,733,0.553133515,4596,200,0.043506635,0.473321291,0.716819045,198,130,22,0,0,1
Facebook,1,210,1,412,735,0.559782609,2672,179,0.066965956,0.448046115,0.098377914,405,23,137,0,1,1
Twitter,1,35,0,362,674,0.536296296,4302,185,0.042993261,0.184153634,0.536591504,417,146,113,0,0,1
Facebook,1,177,0,439,708,0.619181946,2928,223,0.0761352,0.610069036,0.710876368,426,8,16,1,0,1
Twitter,1,243,1,387,713,0.542016807,279,210,0.75,0.724704947,0.613022262,460,157,90,1,1,1
Twitter,0,122,0,397,716,0.553695955,1469,223,0.15170068,0.147219483,0.423949399,371,95,135,0,1,1
Facebook,0,42,0,392,697,0.561604585,4773,206,0.043150398,0.757124573,0.248142856,479,76,121,1,1,1
Twitter,1,26,1,430,714,0.601398601,941,219,0.232484076,0.700161636,0.238229493,215,81,133,0,1,1
Facebook,0,31,0,447,729,0.612328767,2319,207,0.089224138,0.197342881,0.926950371,123,171,70,0,1,1
Twitter,1,77,1,441,713,0.617647059,4537,221,0.048699868,0.648947625,0.234740751,15,180,89,0,0,1
Instagram,1,120,1,349,670,0.520119225,1784,202,0.113165266,0.393671679,0.962405034,125,85,53,0,0,1
Facebook,0,145,1,397,671,0.59077381,1876,225,0.119872136,0.681137752,0.210225885,13,195,22,1,1,1
Twitter,1,155,0,409,693,0.589337176,4644,188,0.040473628,0.496096852,0.384283779,38,59,50,0,1,1
Twitter,1,156,1,414,674,0.613333333,3227,212,0.065675341,0.048137675,0.012323426,198,150,57,0,1,1
Instagram,0,15,1,396,686,0.576419214,3729,188,0.050402145,0.786966988,0.903143939,107,60,146,0,1,1
Facebook,0,98,0,378,722,0.522821577,986,214,0.216818642,0.555599925,0.104351675,267,134,24,1,1,1
Twitter,1,46,0,361,685,0.526239067,2820,222,0.078695498,0.724794623,0.357329259,467,171,148,1,0,1
Instagram,0,186,0,407,685,0.593294461,3971,201,0.05060423,0.126071775,0.842518214,352,182,122,0,0,1
Twitter,0,30,0,378,687,0.549418605,2067,198,0.095744681,0.721272473,0.791897939,310,74,24,1,0,1
Facebook,1,3,1,378,706,0.534653465,425,201,0.471830986,0.413666189,0.84150102,389,38,124,0,0,1
Twitter,0,164,0,384,685,0.559766764,2106,189,0.089700997,0.799267044,0.914107591,39,121,70,1,1,1
Twitter,0,16,0,427,692,0.616161616,2471,203,0.082119741,0.599165875,0.911070789,346,186,34,0,1,1
Twitter,1,38,0,414,700,0.590584879,3795,183,0.048208641,0.354902125,0.770499164,268,105,69,0,1,1
Twitter,0,47,0,392,688,0.568940493,2892,208,0.071897684,0.201916952,0.582423664,68,97,103,0,0,1
Instagram,0,173,1,380,714,0.531468531,1684,200,0.118694362,0.815924169,0.561549267,151,132,142,1,0,1
Instagram,1,217,0,365,691,0.527456647,3174,228,0.071811024,0.560192664,0.012919535,457,169,48,1,1,1
Facebook,1,175,1,450,737,0.609756098,3148,206,0.065417593,0.987468073,0.722570268,186,91,67,0,0,1
Instagram,1,38,0,377,723,0.520718232,4062,187,0.046025105,0.37348867,0.226676715,429,13,6,1,1,1
Instagram,0,232,1,429,695,0.61637931,4052,204,0.050333087,0.685719222,0.828697419,351,154,93,1,1,1
Facebook,1,131,1,406,697,0.581661891,3652,206,0.056392007,0.622820872,0.553804085,456,15,127,0,1,1
Instagram,1,29,0,415,684,0.605839416,4162,209,0.05020418,0.637581709,0.98724788,240,129,80,0,1,1
Instagram,0,157,1,421,685,0.613702624,4911,211,0.042956026,0.736979965,0.210273484,226,146,37,1,0,1
Facebook,1,21,0,402,728,0.551440329,1175,188,0.159863946,0.13910828,0.723465361,427,150,93,0,1,1
Facebook,1,202,1,415,740,0.560053981,2950,195,0.066079295,0.549644044,0.547533769,203,168,44,1,1,1
Facebook,1,65,1,388,730,0.530779754,1810,215,0.11871894,0.50912967,0.931806845,266,13,102,0,1,1
Twitter,1,107,1,378,686,0.550218341,437,204,0.465753425,0.342529789,0.265993708,117,174,136,0,1,1
Twitter,0,11,0,384,685,0.559766764,4886,189,0.038674033,0.436150267,0.059437598,316,62,54,0,1,1
Facebook,1,221,1,369,729,0.505479452,235,209,0.88559322,0.518812077,0.543865633,291,7,51,0,0,1
Facebook,1,35,0,418,707,0.59039548,4771,190,0.039815591,0.320922315,0.521613021,455,26,110,0,1,1
Facebook,0,17,1,388,672,0.576523031,2146,192,0.089427108,0.293158832,0.31170722,393,110,48,0,1,1
Twitter,1,89,1,388,711,0.54494382,3576,190,0.053117137,0.738272575,0.986537798,461,39,69,0,0,1
Twitter,0,180,1,363,724,0.500689655,4857,209,0.04302182,0.066918143,0.069711424,221,155,110,0,1,1
Instagram,0,198,1,403,666,0.604197901,3562,178,0.049957901,0.312963079,0.569520098,384,67,130,1,1,1
Instagram,0,0,1,393,658,0.596358118,2475,179,0.072294023,0.653711146,0.260216912,62,122,67,1,1,1
Facebook,1,126,1,402,690,0.581765557,227,178,0.780701754,0.208772968,0.001912012,395,60,100,1,1,1
